0.00273 0.9928 0.0016 0.9922 0.0016 0.0051 0.0028 3 33
0.00257 0.9855 0.0046 0.9849 0.0046 0.0054 0.0028 3 33
0.00211 0.9904 0.0031 0.9898 0.0031 0.0055 0.0025 3 33
0.00181 0.9851 0.0035 0.9845 0.0035 0.0057 0.0024 3 33
0.00156 1.0012 0.0031 1.0005 0.0031 0.0063 0.0023 3 33
0.00134 1.0115 0.0039 1.0108 0.0039 0.0067 0.0021 3 33
